# time(s), 	 	 acceleration(g)
0.000000000000000000e+00 6.176743000000000094e+00
2.000277970813066735e-05 6.403914999999999580e+00
4.000555941626133470e-05 6.631929999999999659e+00
6.000833912439200544e-05 6.912504000000000204e+00
8.001111883252266940e-05 7.181268000000000207e+00
1.000138985406533334e-04 7.475404000000000160e+00
1.200166782487840109e-04 7.829106000000000343e+00
1.400194579569146748e-04 8.153349000000000402e+00
1.600222376650453388e-04 8.481550999999999618e+00
1.800250173731760028e-04 8.854006000000000043e+00
2.000277970813066667e-04 9.229250999999999650e+00
2.200305767894373307e-04 9.622664000000000328e+00
2.400333564975680217e-04 1.009906900000000007e+01
2.600361362056986857e-04 1.061129200000000061e+01
2.800389159138293497e-04 1.117205000000000048e+01
3.000416956219600136e-04 1.181047900000000084e+01
3.200444753300906776e-04 1.246104200000000084e+01
3.400472550382213415e-04 1.333572700000000033e+01
3.600500347463520055e-04 1.420470199999999927e+01
3.800528144544826695e-04 1.509126099999999937e+01
4.000555941626133334e-04 1.627202099999999874e+01
4.200583738707439974e-04 1.740177900000000122e+01
4.400611535788746614e-04 1.884734500000000068e+01
4.600639332870053253e-04 2.057212200000000024e+01
4.800667129951360435e-04 2.245619900000000158e+01
5.000694927032666532e-04 2.484549000000000163e+01
5.200722724113973714e-04 2.780339100000000130e+01
5.400750521195279812e-04 3.171273899999999912e+01
5.600778318276586993e-04 3.729093100000000049e+01
5.800806115357893091e-04 4.584564799999999707e+01
6.000833912439200273e-04 5.981250899999999859e+01
6.200861709520506370e-04 8.277071499999999560e+01
6.400889506601813552e-04 1.181574269999999984e+02
6.600917303683120733e-04 1.679824089999999899e+02
6.800945100764426831e-04 2.319556129999999996e+02
7.000972897845734013e-04 3.065979609999999980e+02
7.201000694927040110e-04 3.826407770000000141e+02
7.401028492008347292e-04 4.482035979999999995e+02
7.601056289089653389e-04 4.892976929999999811e+02
7.801084086170960571e-04 5.003111959999999954e+02
8.001111883252266669e-04 4.801893559999999752e+02
8.201139680333573850e-04 4.413107830000000149e+02
8.401167477414879948e-04 3.935672650000000203e+02
8.601195274496187130e-04 3.450181680000000028e+02
8.801223071577493227e-04 2.973600430000000188e+02
9.001250868658800409e-04 2.553865260000000035e+02
9.201278665740106506e-04 2.097471180000000004e+02
9.401306462821413688e-04 1.591402410000000032e+02
9.601334259902720870e-04 1.055088879999999989e+02
9.801362056984026967e-04 6.008503699999999981e+01
1.000138985406533306e-03 2.355656199999999956e+01
1.020141765114664133e-03 4.618329999999999935e-01
1.040144544822794743e-03 -8.441784000000000177e+00
1.060147324530925353e-03 -5.641041000000000416e+00
1.080150104239055962e-03 8.475256999999999152e+00
1.100152883947186789e-03 3.195016299999999987e+01
1.120155663655317399e-03 5.250629500000000149e+01
1.140158443363448008e-03 6.994898999999999489e+01
1.160161223071578618e-03 6.788809500000000696e+01
1.180164002779709445e-03 5.697146999999999650e+01
1.200166782487840055e-03 3.194023500000000126e+01
1.220169562195970664e-03 -1.418414999999999981e+00
1.240172341904101274e-03 -2.137297399999999925e+01
1.260175121612232101e-03 -4.182651899999999756e+01
1.280177901320362710e-03 -4.551674200000000070e+01
1.300180681028493320e-03 -2.944940400000000125e+01
1.320183460736624147e-03 -1.184397099999999980e+01
1.340186240444754756e-03 3.948827999999999783e+00
1.360189020152885366e-03 2.303622899999999873e+01
1.380191799861015976e-03 2.826655900000000088e+01
1.400194579569146803e-03 2.851682999999999879e+01
1.420197359277277412e-03 1.007330900000000007e+01
1.440200138985408022e-03 2.206789999999999807e+00
1.460202918693538632e-03 3.033587999999999951e+00
1.480205698401669458e-03 -3.813676000000000066e+00
1.500208478109800068e-03 5.472843000000000124e+00
1.520211257817930678e-03 1.401678800000000003e+01
1.540214037526061288e-03 1.418276999999999965e+01
1.560216817234192114e-03 2.359692300000000031e+01
1.580219596942322724e-03 1.603887999999999892e+01
1.600222376650453334e-03 1.009692800000000013e+01
1.620225156358584160e-03 -1.922787000000000024e+00
1.640227936066714770e-03 1.993505000000000082e+00
1.660230715774845380e-03 9.572376000000000218e+00
1.680233495482975990e-03 4.843489999999999740e-01
1.700236275191106816e-03 4.749475999999999587e+00
1.720239054899237426e-03 4.037398999999999738e+00
1.740241834607368036e-03 -6.258251999999999704e+00
1.760244614315498645e-03 -1.210202899999999993e+01
1.780247394023629472e-03 -2.295318200000000175e+01
