# time(s), 	 	 acceleration(g)
0.000000000000000000e+00 6.206591999999999665e+00
2.000277970813059281e-05 6.437396999999999814e+00
4.000555941626118562e-05 6.669044999999999668e+00
6.000833912439177504e-05 6.942091999999999707e+00
8.001111883252237124e-05 7.211311000000000249e+00
1.000138985406529674e-04 7.525301999999999936e+00
1.200166782487835501e-04 7.847729000000000177e+00
1.400194579569141598e-04 8.187286000000000286e+00
1.600222376650447425e-04 8.530865000000000364e+00
1.800250173731753251e-04 8.908640999999999366e+00
2.000277970813059349e-04 9.289531000000000205e+00
2.200305767894365175e-04 9.685409999999999187e+00
2.400333564975671002e-04 1.016512400000000049e+01
2.600361362056977099e-04 1.064127000000000045e+01
2.800389159138283197e-04 1.121526500000000048e+01
3.000416956219588752e-04 1.186394699999999958e+01
3.200444753300894850e-04 1.255889299999999942e+01
3.400472550382200947e-04 1.342118400000000022e+01
3.600500347463506503e-04 1.431306400000000068e+01
3.800528144544812600e-04 1.523901000000000039e+01
4.000555941626118698e-04 1.636552400000000063e+01
4.200583738707424253e-04 1.755225300000000033e+01
4.400611535788730351e-04 1.910176900000000089e+01
4.600639332870036448e-04 2.074816200000000066e+01
4.800667129951342003e-04 2.267636200000000102e+01
5.000694927032648101e-04 2.513975500000000096e+01
5.200722724113954198e-04 2.829277300000000039e+01
5.400750521195260296e-04 3.225779500000000155e+01
5.600778318276566393e-04 3.807775800000000288e+01
5.800806115357871407e-04 4.707416500000000070e+01
6.000833912439177504e-04 6.191960399999999964e+01
6.200861709520483602e-04 8.586922800000000677e+01
6.400889506601789699e-04 1.226442749999999933e+02
6.600917303683095797e-04 1.730577879999999880e+02
6.800945100764401894e-04 2.368865519999999947e+02
7.000972897845707992e-04 3.096060850000000073e+02
7.201000694927013005e-04 3.818765960000000064e+02
7.401028492008319103e-04 4.429600310000000150e+02
7.601056289089625200e-04 4.812812200000000189e+02
7.801084086170931298e-04 4.918741850000000113e+02
8.001111883252237395e-04 4.736828170000000000e+02
8.201139680333543493e-04 4.370567520000000172e+02
8.401167477414848506e-04 3.918995239999999853e+02
8.601195274496154604e-04 3.441621059999999943e+02
8.801223071577460701e-04 2.981203310000000215e+02
9.001250868658766799e-04 2.567456609999999841e+02
9.201278665740072896e-04 2.090003920000000051e+02
9.401306462821378994e-04 1.572994449999999915e+02
9.601334259902684007e-04 1.038507500000000050e+02
9.801362056983990104e-04 5.906480899999999679e+01
1.000138985406529620e-03 2.318722199999999845e+01
1.020141765114660230e-03 1.065871000000000013e+00
1.040144544822790840e-03 -7.132806999999999675e+00
1.060147324530921449e-03 -4.575066999999999773e+00
