# time(s), 	 	 acceleration(g)
0.000000000000000000e+00 6.113348000000000226e+00
2.000277970813066735e-05 6.337081000000000408e+00
4.000555941626133470e-05 6.577423999999999715e+00
6.000833912439200544e-05 6.809787000000000035e+00
8.001111883252266940e-05 7.084975000000000023e+00
1.000138985406533334e-04 7.349262000000000405e+00
1.200166782487840109e-04 7.680253999999999692e+00
1.400194579569146748e-04 7.988405000000000200e+00
1.600222376650453388e-04 8.324522999999999229e+00
1.800250173731760028e-04 8.698793999999999471e+00
2.000277970813066667e-04 9.039649000000000711e+00
2.200305767894373307e-04 9.475369000000000597e+00
2.400333564975680217e-04 9.912452000000000041e+00
2.600361362056986857e-04 1.042071699999999979e+01
2.800389159138293497e-04 1.095688299999999948e+01
3.000416956219600136e-04 1.154612700000000025e+01
3.200444753300906776e-04 1.220674799999999927e+01
3.400472550382213415e-04 1.292667600000000050e+01
3.600500347463520055e-04 1.373725199999999980e+01
3.800528144544826695e-04 1.471711900000000028e+01
4.000555941626133334e-04 1.566525700000000043e+01
4.200583738707439974e-04 1.686691000000000074e+01
4.400611535788746614e-04 1.818964400000000126e+01
4.600639332870053253e-04 1.964306200000000047e+01
4.800667129951360435e-04 2.147094500000000039e+01
5.000694927032666532e-04 2.348797599999999974e+01
5.200722724113973714e-04 2.630870499999999979e+01
5.400750521195279812e-04 2.930722600000000000e+01
5.600778318276586993e-04 3.393319300000000283e+01
5.800806115357893091e-04 4.062187099999999873e+01
6.000833912439200273e-04 5.096787499999999937e+01
6.200861709520506370e-04 6.873053099999999915e+01
6.400889506601813552e-04 9.601648099999999886e+01
6.600917303683120733e-04 1.372337980000000073e+02
6.800945100764426831e-04 1.928032139999999970e+02
7.000972897845734013e-04 2.612858469999999897e+02
7.201000694927040110e-04 3.384321419999999989e+02
7.401028492008347292e-04 4.131427509999999756e+02
7.601056289089653389e-04 4.720507640000000151e+02
7.801084086170960571e-04 5.021843059999999923e+02
8.001111883252266669e-04 4.990438110000000052e+02
8.201139680333573850e-04 4.678802430000000072e+02
8.401167477414879948e-04 4.214566050000000246e+02
8.601195274496187130e-04 3.712345760000000041e+02
8.801223071577493227e-04 3.221054480000000240e+02
9.001250868658800409e-04 2.757909500000000094e+02
9.201278665740106506e-04 2.341926129999999944e+02
9.401306462821413688e-04 1.866261090000000138e+02
9.601334259902720870e-04 1.351163860000000057e+02
9.801362056984026967e-04 8.481876200000000665e+01
1.000138985406533306e-03 4.390142099999999914e+01
1.020141765114664133e-03 1.228260200000000069e+01
1.040144544822794743e-03 -3.843783999999999867e+00
1.060147324530925353e-03 -7.680588000000000193e+00
1.080150104239055962e-03 4.025259999999999949e-01
1.100152883947186789e-03 1.831208699999999823e+01
1.120155663655317399e-03 4.161393799999999743e+01
1.140158443363448008e-03 6.000691199999999981e+01
1.160161223071578618e-03 7.006377600000000427e+01
1.180164002779709445e-03 6.316362900000000025e+01
1.200166782487840055e-03 4.520656999999999925e+01
1.220169562195970664e-03 1.336284999999999989e+01
1.240172341904101274e-03 -1.324469900000000067e+01
1.260175121612232101e-03 -3.345485099999999790e+01
1.280177901320362710e-03 -4.302116500000000343e+01
1.300180681028493320e-03 -3.178140000000000143e+01
1.320183460736624147e-03 -1.622959399999999874e+01
1.340186240444754756e-03 3.872120000000000006e-01
1.360189020152885366e-03 1.970658699999999897e+01
1.380191799861015976e-03 2.835363800000000012e+01
1.400194579569146803e-03 2.922520799999999852e+01
1.420197359277277412e-03 9.706369000000000469e+00
1.440200138985408022e-03 -8.320260000000000433e-01
1.460202918693538632e-03 -7.595844999999999736e+00
1.480205698401669458e-03 -6.750878000000000156e+00
1.500208478109800068e-03 8.634870000000000045e-01
1.520211257817930678e-03 7.523291000000000395e+00
1.540214037526061288e-03 2.099278899999999837e+01
1.560216817234192114e-03 2.401155400000000029e+01
1.580219596942322724e-03 2.611981700000000117e+01
1.600222376650453334e-03 1.910079599999999900e+01
1.620225156358584160e-03 2.923862999999999879e+00
1.640227936066714770e-03 2.804015999999999842e+00
1.660230715774845380e-03 3.520828999999999986e+00
1.680233495482975990e-03 -1.835318000000000005e+00
1.700236275191106816e-03 4.177556000000000047e+00
1.720239054899237426e-03 2.903229000000000060e+00
1.740241834607368036e-03 2.711875000000000036e+00
1.760244614315498645e-03 -6.964941999999999744e+00
1.780247394023629472e-03 -1.755362500000000026e+01
1.800250173731760082e-03 -2.716860499999999945e+01
1.820252953439890692e-03 -3.334590500000000191e+01
1.840255733148021301e-03 -2.609867300000000157e+01
1.860258512856152128e-03 -1.783582200000000029e+01
1.880261292564282738e-03 -1.016111999999999904e+00
1.900264072272413347e-03 2.239812399999999926e+01
1.920266851980544174e-03 3.230120500000000305e+01
1.940269631688674784e-03 4.109308500000000208e+01
1.960272411396805393e-03 3.962007200000000040e+01
1.980275191104936220e-03 2.699742200000000025e+01
2.000277970813066613e-03 1.145093699999999970e+01
2.020280750521197440e-03 -1.451248000000000093e+00
2.040283530229328266e-03 -1.353286499999999926e+01
2.060286309937458659e-03 -1.977920500000000104e+01
2.080289089645589486e-03 -1.822774300000000025e+01
2.100291869353719879e-03 -1.432741399999999921e+01
2.120294649061850705e-03 -7.549774000000000207e+00
2.140297428769981532e-03 -3.228324999999999889e+00
2.160300208478111925e-03 -1.482329999999999925e+00
2.180302988186242751e-03 -8.880240000000000355e-01
2.200305767894373578e-03 -6.767360000000000042e+00
2.220308547602503971e-03 -1.438951100000000061e+01
2.240311327310634797e-03 -1.755751899999999921e+01
2.260314107018765624e-03 -1.232121899999999926e+01
2.280316886726896017e-03 -5.778147999999999840e+00
2.300319666435026843e-03 -4.809960000000000235e+00
2.320322446143157236e-03 5.129521999999999693e+00
