# time(s), 	 	 acceleration(g)
0.000000000000000000e+00 5.744209999999999594e-01
2.000363702491359772e-05 5.746160000000000156e-01
4.000727404982719543e-05 5.481669999999999598e-01
6.001091107474079315e-05 5.307079999999999576e-01
8.001454809965439087e-05 5.148779999999999468e-01
1.000181851245679954e-04 5.461479999999999668e-01
1.200218221494815863e-04 5.613270000000000204e-01
1.400254591743951772e-04 5.727919999999999678e-01
1.600290961993087817e-04 5.660819999999999741e-01
1.800327332242223862e-04 5.938339999999999730e-01
2.000363702491359907e-04 5.972870000000000124e-01
2.200400072740495681e-04 5.963749999999999885e-01
2.400436442989631726e-04 5.638670000000000071e-01
2.600472813238767500e-04 5.576130000000000253e-01
2.800509183487903545e-04 5.825639999999999707e-01
3.000545553737039590e-04 5.716849999999999987e-01
3.200581923986175635e-04 5.715550000000000352e-01
3.400618294235311680e-04 5.604149999999999965e-01
3.600654664484447725e-04 5.612620000000000386e-01
3.800691034733583770e-04 5.998930000000000096e-01
4.000727404982719814e-04 5.619129999999999958e-01
4.200763775231855317e-04 5.353339999999999765e-01
4.400800145480991362e-04 5.718149999999999622e-01
4.600836515730127407e-04 5.905120000000000369e-01
4.800872885979263452e-04 5.842580000000000551e-01
5.000909256228398955e-04 5.738999999999999657e-01
5.200945626477535000e-04 5.620429999999999593e-01
5.400981996726671045e-04 5.904470000000000551e-01
5.601018366975807090e-04 6.496640000000000192e-01
5.801054737224943135e-04 6.297300000000000120e-01
6.001091107474079180e-04 6.112279999999999935e-01
6.201127477723215225e-04 6.225640000000000063e-01
6.401163847972351269e-04 6.294039999999999635e-01
6.601200218221487314e-04 6.508369999999999989e-01
6.801236588470623359e-04 6.242569999999999508e-01
7.001272958719759404e-04 6.008700000000000152e-01
7.201309328968895449e-04 6.386540000000000550e-01
7.401345699218031494e-04 6.514879999999999560e-01
7.601382069467167539e-04 6.066679999999999851e-01
7.801418439716303584e-04 6.226289999999999880e-01
8.001454809965439629e-04 6.345499999999999474e-01
8.201491180214574590e-04 6.210649999999999782e-01
8.401527550463710635e-04 6.338340000000000085e-01
8.601563920712846679e-04 5.798929999999999918e-01
8.801600290961982724e-04 5.823690000000000255e-01
9.001636661211118769e-04 6.125960000000000294e-01
9.201673031460254814e-04 6.125960000000000294e-01
9.401709401709390859e-04 6.347460000000000324e-01
9.601745771958526904e-04 6.034110000000000307e-01
9.801782142207662949e-04 6.160489999999999577e-01
1.000181851245679791e-03 6.340940000000000465e-01
1.020185488270593504e-03 6.047789999999999555e-01
1.040189125295507000e-03 6.077749999999999542e-01
1.060192762320420713e-03 5.987850000000000117e-01
1.080196399345334209e-03 6.004789999999999850e-01
1.100200036370247922e-03 5.953330000000000011e-01
1.120203673395161418e-03 5.770269999999999566e-01
1.140207310420075131e-03 5.842580000000000551e-01
1.160210947444988627e-03 5.920750000000000179e-01
1.180214584469902340e-03 5.570920000000000316e-01
1.200218221494815836e-03 5.516199999999999992e-01
1.220221858519729549e-03 5.390470000000000539e-01
1.240225495544643045e-03 5.288840000000000208e-01
1.260229132569556758e-03 5.058880000000000043e-01
1.280232769594470254e-03 5.259530000000000038e-01
1.300236406619383750e-03 5.059529999999999861e-01
1.320240043644297463e-03 5.122069999999999679e-01
1.340243680669210959e-03 5.468640000000000168e-01
1.360247317694124672e-03 5.034119999999999706e-01
1.380250954719038168e-03 5.222390000000000088e-01
1.400254591743951881e-03 5.263440000000000341e-01
1.420258228768865377e-03 5.085589999999999833e-01
1.440261865793779090e-03 5.331839999999999913e-01
1.460265502818692586e-03 5.269300000000000095e-01
1.480269139843606299e-03 5.165720000000000312e-01
1.500272776868519795e-03 5.341609999999999969e-01
1.520276413893433508e-03 5.253659999999999997e-01
1.540280050918347004e-03 5.450399999999999689e-01
1.560283687943260717e-03 5.543559999999999599e-01
1.580287324968174213e-03 5.181999999999999940e-01
