# time(s), 	 	 acceleration(g)
0.000000000000000000e+00 5.941600000000000215e-01
2.000363702491359772e-05 6.268629999999999480e-01
4.000727404982719543e-05 6.243880000000000541e-01
6.001091107474079315e-05 6.128569999999999851e-01
8.001454809965439087e-05 5.666039999999999965e-01
1.000181851245679954e-04 5.632810000000000317e-01
1.200218221494815863e-04 5.520110000000000294e-01
1.400254591743951772e-04 5.502519999999999634e-01
1.600290961993087817e-04 5.762450000000000072e-01
1.800327332242223862e-04 5.862770000000000481e-01
2.000363702491359907e-04 5.951370000000000271e-01
2.200400072740495681e-04 6.162440000000000140e-01
2.400436442989631726e-04 6.043230000000000546e-01
2.600472813238767500e-04 6.029550000000000187e-01
2.800509183487903545e-04 5.707729999999999748e-01
3.000545553737039590e-04 5.734439999999999538e-01
3.200581923986175635e-04 5.860819999999999919e-01
3.400618294235311680e-04 5.815219999999999834e-01
3.600654664484447725e-04 5.889480000000000270e-01
3.800691034733583770e-04 6.002840000000000398e-01
4.000727404982719814e-04 5.735740000000000283e-01
4.200763775231855317e-04 5.898600000000000509e-01
4.400800145480991362e-04 6.084270000000000511e-01
4.600836515730127407e-04 5.800889999999999658e-01
4.800872885979263452e-04 5.759840000000000515e-01
5.000909256228398955e-04 5.570920000000000316e-01
5.200945626477535000e-04 5.465389999999999970e-01
5.400981996726671045e-04 5.681669999999999776e-01
5.601018366975807090e-04 5.904470000000000551e-01
5.801054737224943135e-04 5.978080000000000060e-01
6.001091107474079180e-04 5.928569999999999673e-01
6.201127477723215225e-04 5.976780000000000426e-01
6.401163847972351269e-04 6.034110000000000307e-01
6.601200218221487314e-04 5.858210000000000361e-01
6.801236588470623359e-04 5.884920000000000151e-01
7.001272958719759404e-04 5.758539999999999770e-01
7.201309328968895449e-04 6.016519999999999646e-01
7.401345699218031494e-04 6.243880000000000541e-01
7.601382069467167539e-04 5.799579999999999735e-01
7.801418439716303584e-04 6.163750000000000062e-01
8.001454809965439629e-04 6.026939999999999520e-01
8.201491180214574590e-04 6.058210000000000539e-01
8.401527550463710635e-04 5.816519999999999468e-01
8.601563920712846679e-04 5.364409999999999457e-01
8.801600290961982724e-04 5.599589999999999845e-01
9.001636661211118769e-04 5.868640000000000523e-01
9.201673031460254814e-04 5.801539999999999475e-01
9.401709401709390859e-04 5.533789999999999543e-01
9.601745771958526904e-04 5.693399999999999572e-01
9.801782142207662949e-04 6.101210000000000244e-01
1.000181851245679791e-03 5.823040000000000438e-01
1.020185488270593504e-03 5.709680000000000311e-01
1.040189125295507000e-03 5.567010000000000014e-01
1.060192762320420713e-03 5.566360000000000197e-01
1.080196399345334209e-03 5.793070000000000164e-01
1.100200036370247922e-03 5.628250000000000197e-01
1.120203673395161418e-03 5.737039999999999917e-01
1.140207310420075131e-03 6.113579999999999570e-01
1.160210947444988627e-03 5.971570000000000489e-01
1.180214584469902340e-03 5.882319999999999771e-01
1.200218221494815836e-03 5.632810000000000317e-01
1.220221858519729549e-03 5.464080000000000048e-01
1.240225495544643045e-03 5.727919999999999678e-01
1.260229132569556758e-03 5.408709999999999907e-01
1.280232769594470254e-03 5.485579999999999901e-01
1.300236406619383750e-03 5.416530000000000511e-01
1.320240043644297463e-03 5.673200000000000465e-01
1.340243680669210959e-03 5.768969999999999931e-01
1.360247317694124672e-03 5.780690000000000550e-01
1.380250954719038168e-03 5.648450000000000415e-01
1.400254591743951881e-03 5.724010000000000487e-01
1.420258228768865377e-03 5.722059999999999924e-01
1.440261865793779090e-03 5.396330000000000293e-01
1.460265502818692586e-03 5.406760000000000455e-01
1.480269139843606299e-03 5.512289999999999690e-01
1.500272776868519795e-03 5.453660000000000174e-01
1.520276413893433508e-03 5.821079999999999588e-01
1.540280050918347004e-03 5.845190000000000108e-01
1.560283687943260717e-03 5.382649999999999935e-01
1.580287324968174213e-03 5.738349999999999840e-01
1.600290961993087926e-03 5.669939999999999980e-01
1.620294599018001422e-03 5.451059999999999794e-01
1.640298236042914918e-03 5.456919999999999549e-01
1.660301873067828631e-03 5.572880000000000056e-01
1.680305510092742127e-03 5.439979999999999816e-01
1.700309147117655840e-03 5.630209999999999937e-01
1.720312784142569336e-03 5.459519999999999929e-01
1.740316421167483049e-03 5.520110000000000294e-01
1.760320058192396545e-03 5.632810000000000317e-01
1.780323695217310258e-03 5.627600000000000380e-01
1.800327332242223754e-03 5.458220000000000294e-01
1.820330969267137467e-03 5.334440000000000293e-01
1.840334606292050963e-03 5.412620000000000209e-01
1.860338243316964676e-03 5.531840000000000090e-01
1.880341880341878172e-03 5.406760000000000455e-01
1.900345517366791885e-03 5.428250000000000020e-01
