# time(s), 	 	 acceleration(g)
0.000000000000000000e+00 6.184853999999999630e+00
2.000277970813059281e-05 6.403461000000000070e+00
4.000555941626118562e-05 6.633941000000000088e+00
6.000833912439177504e-05 6.912633999999999723e+00
8.001111883252237124e-05 7.176595999999999975e+00
1.000138985406529674e-04 7.465281000000000056e+00
1.200166782487835501e-04 7.782321999999999740e+00
1.400194579569141598e-04 8.094302000000000774e+00
1.600222376650447425e-04 8.454428000000000054e+00
1.800250173731753251e-04 8.804171999999999443e+00
2.000277970813059349e-04 9.206670000000000798e+00
2.200305767894365175e-04 9.588663000000000380e+00
2.400333564975671002e-04 1.008732400000000062e+01
2.600361362056977099e-04 1.057158000000000087e+01
2.800389159138283197e-04 1.111585799999999935e+01
3.000416956219588752e-04 1.176629100000000072e+01
3.200444753300894850e-04 1.241029999999999944e+01
3.400472550382200947e-04 1.320017700000000005e+01
3.600500347463506503e-04 1.407220200000000077e+01
3.800528144544812600e-04 1.501436900000000030e+01
4.000555941626118698e-04 1.617196399999999912e+01
4.200583738707424253e-04 1.725772800000000018e+01
4.400611535788730351e-04 1.866851499999999930e+01
4.600639332870036448e-04 2.030556400000000039e+01
4.800667129951342003e-04 2.208238100000000159e+01
5.000694927032648101e-04 2.442845700000000164e+01
5.200722724113954198e-04 2.721745599999999854e+01
5.400750521195260296e-04 3.098898300000000106e+01
5.600778318276566393e-04 3.607532700000000148e+01
5.800806115357871407e-04 4.393185299999999671e+01
6.000833912439177504e-04 5.665111999999999881e+01
6.200861709520483602e-04 7.757561900000000321e+01
6.400889506601789699e-04 1.098405240000000020e+02
6.600917303683095797e-04 1.564412409999999909e+02
6.800945100764401894e-04 2.165296240000000125e+02
7.000972897845707992e-04 2.885897699999999872e+02
7.201000694927013005e-04 3.635280700000000138e+02
7.401028492008319103e-04 4.321035570000000234e+02
7.601056289089625200e-04 4.782597289999999930e+02
7.801084086170931298e-04 4.966447220000000016e+02
8.001111883252237395e-04 4.831038480000000277e+02
8.201139680333543493e-04 4.479894689999999855e+02
8.401167477414848506e-04 4.017347970000000146e+02
8.601195274496154604e-04 3.537622910000000047e+02
8.801223071577460701e-04 3.054663860000000000e+02
9.001250868658766799e-04 2.635596380000000067e+02
9.201278665740072896e-04 2.190025559999999984e+02
9.401306462821378994e-04 1.701755449999999996e+02
9.601334259902684007e-04 1.168080900000000071e+02
9.801362056983990104e-04 6.987832799999999622e+01
1.000138985406529620e-03 3.156220000000000070e+01
1.020141765114660230e-03 4.993583000000000105e+00
1.040144544822790840e-03 -6.600857999999999670e+00
1.060147324530921449e-03 -6.499762999999999735e+00
1.080150104239052059e-03 5.089680999999999678e+00
1.100152883947182669e-03 2.686135300000000115e+01
1.120155663655313279e-03 4.787721400000000216e+01
1.140158443363443888e-03 6.549380800000000136e+01
1.160161223071574281e-03 6.925618500000000211e+01
1.180164002779704891e-03 5.884990100000000268e+01
1.200166782487835501e-03 3.767539000000000016e+01
1.220169562195966111e-03 4.344446999999999726e+00
1.240172341904096720e-03 -1.732943900000000070e+01
1.260175121612227330e-03 -3.746263299999999674e+01
1.280177901320357940e-03 -4.338031800000000260e+01
1.300180681028488550e-03 -3.077402000000000015e+01
1.320183460736619159e-03 -1.573826500000000017e+01
1.340186240444749769e-03 1.207197000000000076e+00
1.360189020152880379e-03 1.962670999999999921e+01
1.380191799861010989e-03 2.811238600000000076e+01
1.400194579569141598e-03 2.693006899999999959e+01
1.420197359277271991e-03 1.163761900000000082e+01
1.440200138985402601e-03 3.153694999999999915e+00
1.460202918693533211e-03 1.579391999999999907e+00
1.480205698401663821e-03 -1.367542999999999953e+00
1.500208478109794430e-03 3.943700999999999901e+00
1.520211257817925040e-03 1.291648799999999930e+01
1.540214037526055650e-03 1.523245700000000014e+01
1.560216817234186260e-03 2.221819100000000091e+01
1.580219596942316869e-03 1.961477100000000107e+01
1.600222376650447479e-03 1.057845799999999947e+01
1.620225156358578089e-03 -1.527620999999999896e+00
