# time(s), 	 	 acceleration(g)
0.000000000000000000e+00 6.157230000000000203e-01
2.000363702491351640e-05 6.165049999999999697e-01
4.000727404982703280e-05 6.316190000000000415e-01
6.001091107474054921e-05 6.384589999999999987e-01
8.001454809965406561e-05 6.255600000000000049e-01
1.000181851245675888e-04 6.225640000000000063e-01
1.200218221494810984e-04 6.243880000000000541e-01
1.400254591743946080e-04 6.221069999999999656e-01
1.600290961993081312e-04 6.181990000000000540e-01
1.800327332242216544e-04 6.008050000000000335e-01
2.000363702491351776e-04 6.403480000000000283e-01
2.200400072740486736e-04 6.440620000000000234e-01
2.400436442989621968e-04 6.042579999999999618e-01
2.600472813238757200e-04 6.163100000000000245e-01
2.800509183487892161e-04 6.238010000000000499e-01
3.000545553737027664e-04 5.821730000000000516e-01
3.200581923986162624e-04 5.694700000000000317e-01
3.400618294235297585e-04 5.569619999999999571e-01
3.600654664484433088e-04 5.536400000000000210e-01
3.800691034733568049e-04 5.648450000000000415e-01
4.000727404982703551e-04 5.492099999999999760e-01
4.200763775231838512e-04 5.810009999999999897e-01
4.400800145480973473e-04 6.021079999999999766e-01
4.600836515730108976e-04 5.870589999999999975e-01
4.800872885979243936e-04 5.616520000000000401e-01
5.000909256228379439e-04 5.895350000000000312e-01
5.200945626477514400e-04 5.656259999999999621e-01
5.400981996726649361e-04 5.645189999999999930e-01
5.601018366975784321e-04 6.062769999999999548e-01
5.801054737224919282e-04 5.720760000000000289e-01
6.001091107474055327e-04 5.993720000000000159e-01
6.201127477723190288e-04 6.241919999999999691e-01
6.401163847972325249e-04 6.259510000000000352e-01
6.601200218221460209e-04 6.145509999999999584e-01
6.801236588470595170e-04 5.945510000000000517e-01
7.001272958719731215e-04 5.765709999999999447e-01
7.201309328968866176e-04 5.873850000000000460e-01
7.401345699218001136e-04 5.636719999999999509e-01
7.601382069467136097e-04 5.677759999999999474e-01
7.801418439716271058e-04 5.875799999999999912e-01
8.001454809965407103e-04 5.847139999999999560e-01
8.201491180214542064e-04 5.695350000000000135e-01
8.401527550463677024e-04 5.929219999999999491e-01
8.601563920712811985e-04 5.733789999999999720e-01
8.801600290961946946e-04 5.580039999999999445e-01
9.001636661211081906e-04 5.676459999999999839e-01
9.201673031460217951e-04 5.482320000000000526e-01
9.401709401709352912e-04 5.712939999999999685e-01
9.601745771958487873e-04 5.634770000000000056e-01
9.801782142207623918e-04 5.884920000000000151e-01
1.000181851245675888e-03 6.122710000000000097e-01
1.020185488270589384e-03 6.061469999999999914e-01
1.040189125295502880e-03 6.040619999999999878e-01
1.060192762320416376e-03 6.198270000000000168e-01
1.080196399345329872e-03 6.255600000000000049e-01
1.100200036370243368e-03 6.050389999999999935e-01
1.120203673395156864e-03 5.871239999999999792e-01
1.140207310420070360e-03 5.872549999999999715e-01
1.160210947444983856e-03 5.695350000000000135e-01
1.180214584469897569e-03 5.876460000000000017e-01
1.200218221494811065e-03 5.753329999999999833e-01
1.220221858519724561e-03 5.634770000000000056e-01
1.240225495544638058e-03 5.792420000000000346e-01
1.260229132569551554e-03 5.677759999999999474e-01
1.280232769594465050e-03 5.615219999999999656e-01
1.300236406619378546e-03 5.838670000000000249e-01
1.320240043644292042e-03 5.352689999999999948e-01
1.340243680669205538e-03 5.574829999999999508e-01
1.360247317694119034e-03 5.516849999999999810e-01
1.380250954719032530e-03 5.413919999999999844e-01
1.400254591743946243e-03 5.576130000000000253e-01
1.420258228768859739e-03 5.768969999999999931e-01
1.440261865793773235e-03 5.777430000000000065e-01
1.460265502818686731e-03 6.083619999999999584e-01
1.480269139843600227e-03 5.881669999999999954e-01
1.500272776868513723e-03 5.850400000000000045e-01
1.520276413893427219e-03 5.929219999999999491e-01
1.540280050918340716e-03 5.509030000000000316e-01
1.560283687943254212e-03 5.643230000000000190e-01
1.580287324968167708e-03 5.395680000000000476e-01
1.600290961993081421e-03 5.499910000000000077e-01
1.620294599017994917e-03 5.651699999999999502e-01
1.640298236042908413e-03 5.532489999999999908e-01
1.660301873067821909e-03 5.361150000000000082e-01
1.680305510092735405e-03 5.561800000000000077e-01
1.700309147117648901e-03 5.512289999999999690e-01
1.720312784142562397e-03 5.043239999999999945e-01
1.740316421167475893e-03 4.743569999999999731e-01
1.760320058192389389e-03 5.387210000000000054e-01
1.780323695217302885e-03 6.074500000000000455e-01
1.800327332242216381e-03 5.724010000000000487e-01
1.820330969267130094e-03 5.125330000000000163e-01
1.840334606292043590e-03 5.742909999999999959e-01
1.860338243316957086e-03 5.548769999999999536e-01
1.880341880341870582e-03 5.342259999999999787e-01
1.900345517366784079e-03 6.089480000000000448e-01
1.920349154391697575e-03 5.200900000000000523e-01
1.940352791416611071e-03 5.222390000000000088e-01
1.960356428441524784e-03 5.729880000000000528e-01
1.980360065466438280e-03 5.881020000000000136e-01
2.000363702491351776e-03 5.905120000000000369e-01
2.020367339516265272e-03 5.258880000000000221e-01
2.040370976541178768e-03 4.819800000000000195e-01
2.060374613566092264e-03 5.139010000000000522e-01
2.080378250591005760e-03 5.058230000000000226e-01
2.100381887615919256e-03 5.495349999999999957e-01
2.120385524640832752e-03 5.367669999999999941e-01
2.140389161665746248e-03 5.567670000000000119e-01
2.160392798690659744e-03 5.592420000000000169e-01
